stock,open,low,high,close
stockC,51090.90,36256.65,51377.51,38915.95
stockO,46873.70,41491.88,46879.64,43216.60
stockB,56957.89,56278.11,57507.60,56586.50
stockY,40557.14,40437.85,40688.14,40581.51
stockT,48317.67,18887.11,54844.91,41811.79
stockK,38740.76,34606.97,49539.28,46488.54
stockT,42485.14,35329.81,54936.40,51993.74
stockA,52810.33,30565.95,57757.70,41298.39
stockZ,30411.46,27865.09,32183.39,29535.61
stockQ,40162.47,40086.23,40310.22,40282.88
stockC,32475.04,29783.15,52118.05,37276.33
stockO,45680.37,43259.32,49651.46,48548.45
stockQ,24685.38,14047.53,24741.98,19157.17
stockQ,47726.72,27553.59,58244.64,47498.57
stockK,41545.05,37660.46,43533.74,42662.42
stockO,36880.21,28861.17,58518.64,49854.63
stockH,47799.40,47696.58,49636.32,48858.63
stockZ,35523.32,23683.98,55486.97,47932.40
stockG,29012.13,25287.52,31034.49,29991.09
stockZ,44175.59,44086.23,52352.30,47011.54
stockA,47573.47,47177.19,48722.40,48228.00
stockL,38178.11,27540.59,51185.88,28750.30
stockM,36822.15,30842.60,40182.04,32285.22
stockG,45139.67,36904.23,48203.81,45194.18
stockG,22178.05,19817.06,35007.75,30418.93
stockY,22392.63,20935.50,35510.83,25405.58
stockJ,43590.54,36169.78,50734.57,41911.08
stockU,47532.92,47328.89,54399.38,47720.89
stockQ,33870.12,31744.72,34198.04,33973.32
stockD,32230.44,25391.77,34689.08,28805.29
stockF,37534.58,35915.80,48994.68,44026.91
stockK,24142.30,19702.84,36191.13,22506.00
stockO,33804.99,28799.06,40824.20,30433.75
stockH,35819.89,34753.63,37339.20,36315.57
stockR,55260.91,43393.80,57481.64,51733.53
stockM,37128.55,22536.12,46300.76,45104.65
stockB,44944.94,44094.97,50008.45,49536.70
stockO,53221.37,51519.73,57991.22,51567.76
stockL,18629.94,12339.17,50792.63,47507.47
stockH,46512.72,43608.06,46772.13,43647.33
stockB,34367.31,28197.32,44038.06,41487.31
stockQ,47863.70,37442.79,60595.58,49596.24
stockB,39381.36,36638.97,54145.47,52196.30
stockZ,48468.42,48458.72,49953.60,48734.71
stockL,36749.49,29876.74,46994.52,30598.85
stockY,54302.36,54078.06,59233.09,54576.26
stockS,42302.46,42205.72,45818.65,43891.82
stockR,50761.01,48426.08,53518.85,51047.18
stockY,35831.53,35678.38,37096.16,37056.00
stockM,39061.04,35418.74,45483.40,43561.63
stockA,52331.82,47451.26,55602.19,51866.16
stockM,48979.41,41978.99,49100.73,48081.99
stockV,42909.49,38895.27,61973.60,51734.93
stockV,39835.76,25086.33,44042.71,36206.54
stockA,44425.45,33670.99,44698.59,43579.31
stockX,35984.02,32810.00,36195.50,33053.09
stockB,40184.44,37967.66,43522.11,39335.96
stockI,37319.53,30441.65,44323.33,41635.42
stockC,8407.73,5926.42,20692.14,8415.20
stockQ,57184.31,48153.16,60991.20,54728.94
stockZ,34029.76,27681.31,45149.19,38709.06
stockX,57607.81,53876.79,57971.22,55606.51
stockD,19985.11,15786.10,40554.52,16242.59
stockR,38973.81,28396.99,42466.10,41447.39
stockP,26970.92,26500.56,38531.57,31622.03
stockO,36297.10,31159.62,39194.66,38836.84
stockW,50846.14,46620.12,54967.64,54408.98
stockN,47132.64,41803.38,48524.14,46411.81
stockA,45206.76,44810.93,45229.66,44964.92
stockC,36476.82,30785.02,46446.44,36652.01
stockN,42232.94,37962.03,44639.91,42372.08
stockO,58015.61,47073.25,59498.40,54395.19
stockN,46530.83,45428.34,46621.39,46189.01
stockC,49997.12,47495.01,50540.18,49278.80
stockE,40223.92,35898.80,42695.35,41193.26
stockS,40413.80,36980.77,42825.62,42161.79
stockU,42079.02,41173.01,58561.62,50036.73
stockF,53616.88,39039.20,59883.20,57484.60
stockU,34813.37,33980.61,50592.53,34315.83
stockH,60066.80,36528.36,68795.93,44273.88
stockR,30573.05,27214.24,36423.79,31049.01
stockB,41330.07,40135.28,48212.13,41793.93
stockN,46961.21,35858.40,52882.41,45098.09
stockM,29036.79,28852.74,36033.24,34264.66
stockI,46280.20,33354.89,60583.12,35404.00
stockV,30170.34,29981.54,31297.92,30734.45
stockT,41230.63,26817.26,49621.08,40763.00
stockB,48923.11,32900.49,52138.98,36427.42
stockJ,47890.90,21307.90,49740.82,40974.87
stockY,39251.72,33137.10,48051.38,38338.12
stockQ,46736.69,39844.64,56115.97,51738.94
stockX,38909.45,36281.04,43946.68,38337.23
stockN,35492.76,27799.41,61239.09,60496.36
stockK,32682.67,28188.65,37958.99,32899.81
stockZ,31091.11,28856.65,32489.40,31096.83
stockK,29576.22,27028.19,47637.78,41644.68
stockR,28170.75,18553.57,38945.07,19220.89
stockZ,47272.54,37480.40,58369.94,44873.22
stockY,50850.88,49876.90,55527.61,50228.42
stockN,37052.26,33360.72,43953.90,35438.15
stockG,18850.60,18347.18,37523.96,33262.10
stockF,29025.78,28942.08,29256.23,28952.16
stockZ,40451.47,39191.90,43148.60,40150.66
stockL,41856.45,32218.98,41902.23,38065.77
stockW,57273.24,56620.99,58436.20,58088.66
stockC,33520.89,25486.55,36589.60,35821.69
stockD,42004.42,33343.04,54310.37,34731.84
stockE,34617.61,28572.30,45776.35,36872.93
stockK,52592.33,43555.02,53246.48,44491.26
stockD,44790.62,43205.84,45828.35,43425.68
stockP,38448.75,36553.79,38738.82,37684.91
stockP,32334.38,26784.34,33808.98,27292.04
stockK,39963.45,39214.81,51724.96,49690.80
stockB,31939.64,30217.25,40259.93,35314.80
stockT,30526.46,24583.27,36432.32,29332.32
stockJ,34235.08,29844.20,38419.67,37593.88
stockF,47610.31,45491.71,49477.85,48402.87
stockZ,47344.68,39386.72,48606.91,42801.52
stockK,23773.95,18220.97,35252.44,21053.08
stockT,63406.12,33404.44,63969.31,59324.83
stockH,33450.13,29784.32,42053.37,35344.07
stockJ,35906.36,34232.12,46169.15,38419.90
stockA,38692.55,32062.84,41952.55,36925.39
stockI,45464.67,37919.70,47320.13,46805.64
stockI,58335.65,57119.34,64729.95,62338.42
stockK,39903.99,27626.86,43219.28,42857.37
stockI,51848.81,40304.19,51865.86,50042.91
stockM,38851.56,35582.43,46572.46,44446.52
stockF,29538.16,28314.79,51480.77,50271.04
stockI,33750.24,29325.36,50546.82,49242.50
stockY,47938.04,44151.07,52170.29,45667.01
stockD,31515.71,29144.04,41789.51,37903.77
stockN,35317.04,31403.87,37181.94,36198.31
stockB,43050.97,29587.64,55593.62,52752.50
stockJ,39269.05,20356.70,47138.33,22782.71
stockF,31033.67,5509.11,53790.85,28597.71
stockO,29390.98,20347.11,31454.21,24743.54
stockV,32258.56,29916.82,46017.17,38203.70
stockL,36491.51,36047.15,36749.51,36532.04
stockV,40059.76,29274.83,41292.13,38654.28
stockI,46933.16,44710.74,49320.38,48898.33
stockZ,44959.95,36664.44,44980.94,40904.34
stockV,39294.83,35330.68,40641.51,36239.21
stockZ,30209.60,27964.92,30238.38,28886.44
stockX,43955.62,38108.98,55482.44,44769.63
stockN,29180.88,22377.69,34423.61,25637.83
stockU,53842.16,47566.79,56486.77,53680.62
stockI,22957.06,21857.46,28658.54,26741.35
stockD,31138.34,26081.97,55595.11,51760.64
stockR,52049.10,51349.27,53866.67,52700.32
stockW,26155.88,15593.16,34058.94,16170.36
stockJ,39118.69,36852.42,40319.48,37407.97
stockA,34296.92,33664.57,35030.11,34245.89
stockY,30032.74,18903.67,41305.21,39605.14
stockO,42257.42,30851.76,66314.77,40176.01
stockI,35263.87,34037.32,36512.44,36072.46
stockQ,46240.94,33791.73,49445.05,46576.64
stockN,49515.16,43932.11,54422.21,47036.51
stockE,52475.43,22789.42,52833.27,44798.97
stockD,49199.71,42212.57,65673.21,45227.79
stockC,43237.83,42472.91,43526.02,42875.57
stockY,38987.38,35108.33,54208.25,41010.06
stockO,37354.01,25038.18,41192.70,25319.92
stockD,44684.85,44048.37,59963.46,44504.00
stockC,49639.83,13786.16,50691.20,18416.09
stockZ,43092.83,42530.42,43757.10,43308.56
stockQ,50862.04,50390.98,52850.70,51444.78
stockB,27636.42,23947.32,43140.81,32329.42
stockK,38993.40,37626.42,40878.38,38372.65
stockQ,48743.84,47356.09,52398.92,51479.23
stockM,26769.03,23066.22,30420.62,28018.10
stockI,42269.40,42202.89,42362.92,42308.94
stockX,49892.42,47570.91,60526.77,56284.37
stockQ,23975.76,21078.96,34067.39,33164.94
stockO,40998.70,35550.41,51764.10,41180.01
stockM,42956.19,41498.13,52710.17,52611.85
stockD,32277.48,28738.82,52956.60,37441.13
stockL,56409.35,25429.85,61665.23,60730.20
stockZ,37696.79,33442.05,45083.95,39000.63
stockB,34979.85,31776.84,49346.30,39512.07
stockY,38578.67,20505.09,41639.84,23826.42
stockP,51648.85,49200.54,55404.40,54466.60
stockC,44178.45,42864.83,48695.10,47623.55
stockH,42763.50,12314.36,67344.70,38350.99
stockI,41799.47,41572.87,42083.82,41926.44
stockC,49463.45,36158.57,51427.83,36295.55
stockU,41590.91,36053.22,47599.99,41392.40
stockJ,33124.93,21430.99,38096.81,24356.34
stockW,39385.44,35747.15,40812.17,37451.15
stockM,25104.46,17947.17,38003.40,29987.13
stockO,40692.40,36571.11,45993.97,44450.22
stockY,50359.87,43415.59,61234.35,47268.96
stockO,52363.74,25880.28,58328.97,40935.86
stockN,30119.20,29891.05,30408.88,30231.70
stockD,47422.32,38631.62,54295.74,40200.17
stockY,39719.86,38201.64,39773.17,38518.71
stockK,23432.77,21259.36,28256.44,22840.80
stockA,33391.19,30219.49,33419.20,30595.48
stockS,31876.75,30225.82,32142.47,32105.97
stockN,43607.71,43138.10,44585.93,43638.24
stockO,51603.51,51530.03,52450.15,52403.87
stockS,43301.67,42473.72,43871.99,43293.74
stockB,54936.59,54578.40,56538.68,54585.39
stockE,50091.86,44978.30,52404.69,51393.06
stockG,45901.75,44086.54,49246.22,47511.53
stockS,40088.94,29647.65,42596.99,30268.93
stockO,45949.90,45675.03,46321.51,46019.78
stockL,30888.32,28141.67,37989.79,37039.57
stockT,40787.92,33406.71,55870.69,42318.15
stockK,24955.81,16794.30,31790.54,25705.03
stockJ,36880.22,36838.11,40176.21,37648.77
stockZ,28596.35,20698.99,41967.44,39340.62
stockL,24191.63,22062.71,25338.22,23407.93
stockS,42163.97,36174.35,43778.96,43401.99
stockH,37069.26,35878.79,46210.41,39925.60
stockD,48744.15,44820.26,49617.11,46443.36
stockX,24131.33,21158.73,43562.28,23068.99
stockO,48649.53,48193.61,49614.47,48310.10
stockJ,30791.64,22587.86,32160.77,27016.95
stockL,22407.59,21558.63,51784.85,41482.66
stockR,38363.43,35521.83,41625.10,39939.11
stockH,31590.45,29766.88,32669.56,31169.60
stockC,44804.77,35961.70,50286.86,47857.42
stockZ,43401.54,25793.46,53722.56,42240.47
stockR,42000.00,24435.47,42726.53,35144.90
stockC,21766.18,20155.60,23467.97,20174.30
stockN,52810.22,30225.81,57512.48,31672.33
stockG,50626.01,41494.45,53037.24,51852.86
stockP,39829.13,31235.36,44676.35,42285.30
stockB,37235.33,33022.05,42894.70,35927.30
stockL,49599.24,30979.68,52898.29,38453.89
stockZ,32356.96,31297.18,37285.09,33468.35
stockL,39458.26,32230.34,50000.34,44380.60
stockN,44087.34,43401.34,44891.23,44465.64
stockY,26900.86,24466.77,32946.67,30263.64
stockZ,24856.30,23454.38,45583.16,39591.95
stockO,42287.01,37968.97,43044.28,42536.59
stockR,16849.02,16698.26,17568.84,16872.23
stockW,29017.79,28586.40,31527.54,29853.93
stockN,51043.65,50884.52,51653.58,51562.06
stockS,33315.25,16589.18,39714.52,37035.38
stockC,23371.66,16119.45,25165.67,22614.09
stockD,31273.94,26959.90,39315.46,35512.36
stockX,18377.02,16290.63,18687.10,17303.97
stockR,31686.78,31679.59,42818.50,41424.44
stockW,42027.48,30754.29,52272.90,34167.98
stockZ,46651.50,43751.93,49552.53,47192.19
stockO,48455.31,24156.14,65150.77,34618.52
stockL,36140.29,33699.54,47497.48,35615.34
stockN,46153.72,21524.07,49318.02,28201.36
stockY,28097.52,20177.88,35640.12,28242.15
stockZ,17343.26,16124.15,42516.43,24056.45
stockN,25697.90,25052.04,34931.77,28733.57
stockL,40378.29,39763.35,46418.45,42159.63
stockP,45781.32,45015.72,45948.62,45108.26
stockM,37869.54,35864.85,38854.20,37973.57
stockQ,57846.39,50586.55,72215.24,64478.38
stockO,25517.73,11827.08,36007.48,13346.29
stockY,47013.71,46677.20,53229.96,48472.10
stockZ,19441.71,19341.78,52645.41,31942.95
stockO,41725.67,20129.25,43365.81,39110.83
stockZ,53051.95,51538.95,57946.47,54926.73
stockW,28216.37,16592.21,39107.11,29058.39
stockK,37758.48,27376.09,41644.66,35028.48
stockQ,22139.03,20737.30,26211.03,21079.54
stockE,29593.89,29470.39,30170.07,29971.52
stockO,32781.38,29870.14,38424.29,33017.30
stockR,31056.83,22347.25,37259.73,34807.35
stockV,47096.51,45548.15,48450.22,47628.46
stockJ,45669.59,43161.22,46769.08,44594.31
stockL,35918.02,33085.15,36647.86,36607.80
stockC,43671.76,42996.25,44300.94,43451.13
stockO,43831.80,34404.00,56702.77,41675.33
stockQ,36902.65,36605.55,36913.07,36609.25
stockJ,43718.12,34612.04,43958.10,42347.34
stockG,49511.59,37219.97,50469.36,48995.11
stockS,34860.51,23272.19,36245.56,35443.63
stockC,30005.95,25047.41,55979.91,28949.84
stockO,45307.90,43939.44,51716.29,48539.24
stockK,33650.37,30927.06,39773.06,33021.71
stockB,39896.94,39802.56,39981.53,39933.47
stockC,53824.62,50659.13,56095.43,50789.02
stockC,44328.19,42019.84,58986.83,46128.44
stockL,47322.14,43946.83,52820.88,47281.54
stockE,40706.00,35886.62,51112.47,44405.60
stockT,25689.71,25489.46,25796.51,25639.96
stockB,43480.63,36515.85,49981.00,42926.22
stockE,21533.04,19809.75,26727.54,23661.88
stockJ,30829.91,30071.80,37497.75,31933.40
stockI,39153.00,30468.36,41786.40,41679.98
stockL,36204.32,34254.76,39382.27,38082.28
stockH,49984.25,26681.71,54113.32,49760.87
stockN,39991.91,39262.23,40261.94,39962.81
stockQ,45903.56,42118.38,45968.04,42153.62
stockY,27529.82,24492.88,38004.28,33158.93
stockS,35342.63,31090.21,41822.30,38797.27
stockC,37977.97,27848.12,48111.18,35519.56
stockG,47821.69,45781.19,51429.01,51006.38
stockC,37279.62,35209.91,39426.32,39020.07
stockG,52564.10,35968.30,54533.47,37585.91
stockM,38175.81,34107.02,40708.93,39536.81
stockU,35579.61,35223.83,35833.61,35342.39
stockT,42922.16,27697.80,58215.23,39394.37
stockP,34304.87,33340.59,35005.43,33406.93
stockJ,35799.69,34114.47,37853.59,35530.27
stockQ,34082.61,32444.42,35604.57,34308.82
stockH,52261.24,50449.07,64387.51,53610.49
stockZ,34439.43,34152.82,36557.30,34279.75
stockD,39338.94,33435.93,40766.11,35191.82
stockY,42139.36,28234.37,49933.63,33747.38
stockI,52213.32,50488.01,64368.88,60758.67
stockX,51546.18,35835.47,53543.50,39502.86
stockF,22765.50,22254.78,28171.36,27098.91
stockQ,52805.64,40695.63,53299.50,47846.67
stockL,40608.31,33544.45,57736.29,56636.97
stockF,37338.54,29216.48,38009.07,31858.06
stockT,35452.21,34748.47,36454.29,35226.30
stockU,41742.40,28013.93,42523.34,37766.02
stockG,39744.32,30708.03,42878.53,36748.26
stockH,37160.47,19371.50,55068.80,43847.56
stockD,31014.28,27408.27,47211.27,27856.76
stockO,41229.56,31931.32,41947.91,33577.94
stockA,45835.96,45282.93,50096.81,47644.98
stockD,68811.76,61781.10,69245.08,64231.63
stockJ,35810.97,24313.18,58679.43,37573.76
stockT,42926.15,34348.20,44731.19,34892.44
stockQ,20834.52,17225.12,36271.13,19140.98
stockB,50576.37,22993.84,53496.99,37829.24
stockV,36985.30,29219.68,43349.21,36489.53
stockX,47721.88,25464.77,48125.70,29792.47
stockP,22116.56,15042.08,29896.89,16111.24
stockB,24234.67,17955.96,39572.56,37839.43
stockA,51069.95,49824.73,53267.48,52020.86
stockT,40675.48,33332.69,41058.80,36636.16
stockS,29025.63,28314.35,37058.60,31428.02
stockK,37538.04,34546.25,42280.84,36822.76
stockT,31930.18,24583.45,31962.33,30830.01
stockU,27053.42,25913.58,32248.41,27878.87
stockC,39832.63,25958.53,41300.05,33390.11
stockS,42676.58,35934.93,44399.17,36407.06
stockJ,44015.19,37688.00,49007.34,37963.22
stockR,47003.04,46753.05,47747.04,46926.75
stockA,35794.81,27261.06,43986.53,34904.19
stockE,43645.30,43592.50,46639.65,46355.79
stockS,42381.06,26206.61,44694.99,38239.61
stockA,44931.38,38215.30,52375.97,51208.06
stockS,41434.56,35970.08,47442.45,40443.49
stockZ,29799.41,27812.30,47315.72,31657.38
stockL,28450.61,26518.08,40761.04,30809.91
stockJ,27731.82,19532.03,47649.88,26593.94
stockK,43129.92,25302.77,44195.59,26729.11
stockD,45419.55,33698.89,50780.21,50423.24
stockX,49413.78,43509.26,50505.49,43877.67
stockY,32736.16,24879.95,44331.72,39719.08
stockV,22922.37,11023.90,42283.78,15369.29
stockQ,39292.71,26381.50,42842.81,42182.18
stockD,42006.15,36837.22,54995.08,53779.99
stockN,32876.37,31287.52,33443.47,32382.53
stockM,34908.19,26620.05,43025.97,31392.59
stockP,46888.77,22887.96,47133.01,31204.10
stockX,38868.45,33909.26,44147.57,33949.65
stockZ,45774.43,21384.39,46915.28,43589.75
stockI,23573.94,23316.87,26180.73,23956.43
stockF,49176.45,46425.62,54076.26,47066.78
stockH,35158.95,34502.81,38821.99,35264.54
stockZ,34404.22,25122.09,36087.04,25817.35
stockE,36591.23,23780.03,41415.22,25489.09
stockC,12999.93,11181.64,37013.70,17679.40
stockB,36376.10,34763.85,57520.78,42896.48
stockS,45439.36,41042.43,50028.69,46471.64
stockV,29869.41,26933.87,30995.51,27005.16
stockN,53999.11,52022.73,57706.86,53470.82
stockX,39531.21,32819.11,39591.57,37917.69
stockU,41592.28,35260.48,46278.36,41697.67
stockB,45454.36,44135.33,48047.59,47386.52
stockT,40004.45,31816.02,48232.54,46058.62
stockB,48059.87,46437.10,51870.59,47775.98
stockU,48638.20,42389.18,49342.97,43589.04
stockF,28097.30,27783.40,31910.44,30945.97
stockC,25206.52,24911.93,25924.14,25427.21
stockN,45868.62,28547.54,66209.29,41275.08
stockJ,50210.80,29900.66,52680.81,44384.88
stockD,54029.05,50753.98,57440.78,54493.02
stockF,29077.88,27744.42,32005.22,28799.18
stockL,51657.66,51159.49,51831.49,51553.19
stockG,28890.84,26061.95,29105.94,27852.74
stockH,25198.97,25031.69,33607.12,25836.92
stockT,46546.56,33039.79,54803.78,52310.50
stockI,44502.48,42981.42,50629.58,48196.15
stockE,28529.62,28311.48,28848.31,28634.43
stockF,30128.80,29256.93,37515.73,32349.70
stockN,35638.64,32578.99,49044.26,35282.62
stockX,34481.91,29056.94,36114.10,31756.57
stockO,37165.93,35915.23,41025.59,36886.35
stockW,42850.30,27927.86,43009.21,33643.81
stockK,26934.88,26733.54,45240.14,41569.07
stockY,42989.90,41859.14,44607.08,42672.59
stockX,36085.03,33308.81,54751.27,45247.44
stockC,54475.89,45203.81,55642.84,51120.41
stockT,38219.83,37908.95,42918.69,42486.90
stockJ,33842.10,31033.50,37214.79,34384.48
stockB,27561.14,27247.36,36207.51,31859.23
stockY,36187.92,31393.73,43197.12,34739.03
stockN,42794.40,34078.06,51624.29,35439.60
stockV,41069.70,38044.99,49981.51,40644.72
stockX,47127.70,35486.75,54785.22,49450.46
stockK,39194.86,36185.96,47356.55,42934.40
stockR,45362.99,27283.16,46794.41,42422.79
stockX,51578.96,49620.81,65403.50,52185.85
stockE,27446.27,20993.32,30872.53,21221.14
stockS,29952.11,29891.33,35620.49,32556.29
stockT,38728.77,37173.05,43563.77,39901.02
stockV,28516.83,25462.27,46483.90,38980.21
stockY,39656.34,30307.25,42486.67,37557.20
stockO,41305.91,40489.10,41843.52,41187.28
stockC,44049.76,39363.63,44343.73,41423.31
stockZ,18605.62,16665.24,31678.04,25150.74
stockH,27667.32,15647.13,40115.97,38222.60
stockM,37298.36,23178.24,47595.59,39025.52
stockI,32626.64,30920.94,38838.04,38424.56
stockG,50813.77,39649.00,57099.37,43600.94
stockZ,46755.71,42890.26,53448.44,49186.08
stockH,33903.06,26178.81,33975.78,32812.06
stockS,43010.58,37277.01,46319.22,39852.90
stockN,31025.83,30361.96,31605.75,30976.95
stockO,34658.56,33283.26,46043.22,44408.14
stockJ,24690.22,15346.39,50290.06,29362.09
stockV,46576.11,43334.05,50104.85,44605.48
stockA,46864.81,45735.70,52671.60,48425.79
stockV,45444.78,43421.59,45846.23,44983.74
stockT,44135.51,43706.45,46060.48,45800.83
stockO,46325.09,40107.67,55013.55,54874.08
stockT,43681.16,34723.05,45211.85,35918.90
stockI,25806.02,20601.94,43291.50,22870.12
stockL,45102.98,38277.71,51279.69,44678.47
stockL,34642.32,33681.64,37507.15,35665.41
stockV,28233.33,12762.07,47626.63,18159.34
stockB,38171.40,33699.00,42279.90,41657.67
stockQ,36159.57,35852.27,42225.76,37982.94
stockW,14729.56,5737.03,39100.76,19340.56
stockJ,37065.43,35258.54,37301.74,36691.86
stockQ,51090.29,41132.11,51535.45,41437.65
stockE,28702.59,23085.88,44862.41,23574.07
stockF,31294.11,11556.80,39259.98,24230.58
stockG,38887.08,35217.13,47067.36,40486.17
stockT,37559.74,37200.96,38717.93,37549.42
stockR,45432.75,37095.78,45695.18,43110.01
stockR,35025.17,15039.81,40754.34,32832.62
stockM,42914.40,39639.16,43352.78,40954.14
stockR,25744.40,23059.11,36620.30,31005.59
stockX,31891.38,28265.44,33242.47,31862.68
stockO,47419.30,32406.18,50892.77,47049.71
stockX,19404.21,18687.24,23915.91,19227.12
stockO,38971.70,36218.89,50130.89,36532.57
stockI,37016.49,36316.02,43166.11,41064.15
stockH,31070.35,29905.93,44557.12,37683.17
stockO,43780.84,6153.75,44444.83,14407.47
stockE,54383.49,46036.15,55614.97,46505.69
stockZ,36991.92,35938.19,41184.98,40050.68
stockV,50153.67,34303.91,53904.19,36041.36
stockV,31259.79,24218.60,45773.25,29855.34
stockL,51322.46,46383.96,68154.37,61446.97
stockV,42675.93,24982.61,61915.77,25789.56
stockV,46526.70,33565.60,46927.75,33614.23
stockR,45344.81,23965.00,59907.03,50333.79
stockZ,62537.44,17701.26,63826.25,17904.72
stockP,39109.05,37383.87,41711.45,41562.73
