stock,open,low,high,close,timestamp
stockA,21434.41,19604.51,25386.67,22324.68,12:05:52.231
stockY,51871.73,50143.02,52075.03,50495.92,12:06:00.907
stockD,29149.80,28921.47,30363.68,29819.31,12:06:27.439
stockT,33463.48,20881.83,43687.17,20947.69,12:06:30.444
stockF,36635.09,31810.08,55315.11,44584.79,12:06:39.101
stockK,40603.40,31723.97,41979.62,33095.85,12:06:50.176
stockN,48955.45,48288.66,49794.53,48565.97,12:06:52.764
stockT,30926.22,28025.07,34881.39,28921.26,12:06:53.969
stockE,22318.02,20135.09,41007.70,21128.66,12:06:54.985
stockD,44716.52,44102.43,47185.08,46664.15,12:07:00.712
stockN,42453.94,39993.19,44553.23,40017.04,12:07:13.135
stockF,38584.45,22909.79,64148.11,37712.74,12:07:24.796
stockC,44944.12,41978.51,48746.13,46905.22,12:07:36.724
stockJ,23767.99,21848.90,25930.85,23120.59,12:07:40.581
stockO,37301.34,36860.80,38637.60,38414.88,12:07:57.261
stockD,45272.73,44312.86,45752.82,45196.79,12:08:06.445
stockY,34582.05,34570.12,34714.50,34684.56,12:08:13.152
stockP,36267.57,36183.34,36524.53,36502.37,12:08:14.323
stockV,34889.28,34407.10,38269.78,34947.46,12:08:17.959
stockR,46771.70,40927.80,47980.09,45285.73,12:08:21.734
stockX,30454.80,20484.22,34154.17,27336.69,12:08:26.710
stockG,26742.70,26245.46,32052.36,29603.25,12:08:51.334
stockR,32546.10,30608.23,39593.91,37523.17,12:08:51.532
stockS,49580.50,48511.36,58235.86,49815.46,12:08:52.632
stockY,43560.04,30486.97,44798.80,31709.70,12:08:56.029
stockD,30865.22,27675.59,31030.96,28756.66,12:09:02.356
stockO,49358.44,48316.11,55729.57,49955.62,12:09:12.384
stockY,26501.32,18012.16,28262.36,19933.78,12:09:23.058
stockA,38766.53,38472.62,44703.44,44295.23,12:09:25.780
stockR,41527.48,37513.03,42331.24,41119.18,12:09:37.902
stockM,38454.75,36966.97,56082.01,47916.16,12:09:52.747
stockD,41433.54,41405.04,41434.40,41410.68,12:10:04.308
stockS,46952.12,41903.12,49880.69,49115.80,12:10:07.884
stockQ,33275.83,29258.47,41849.93,41089.75,12:10:19.653
stockW,38587.58,38060.15,40275.70,40044.84,12:10:25.303
stockT,27499.30,25081.98,39665.46,25190.75,12:10:26.403
stockB,27333.36,13919.87,32529.97,15501.64,12:10:32.954
stockO,42526.34,10920.41,46135.01,38240.52,12:10:41.705
stockA,33757.40,19465.17,38225.81,24425.46,12:10:41.872
stockB,35653.99,33625.70,44793.12,34303.29,12:10:44.620
stockU,31083.94,27228.35,43691.64,36703.23,12:10:47.735
stockF,48780.68,21859.64,55609.21,50968.82,12:10:54.799
stockN,32686.28,30119.71,37817.39,33839.15,12:11:05.321
stockV,43757.04,40745.83,48457.16,44302.85,12:11:17.211
stockS,47031.53,37280.66,48192.81,39515.24,12:11:21.144
stockX,33961.50,30489.03,36661.39,33938.76,12:11:22.357
stockH,47665.70,47498.36,50262.32,49067.04,12:11:27.818
stockH,23974.92,23258.28,32779.68,23602.50,12:11:32.772
stockR,40989.39,20747.39,47863.95,23700.24,12:11:35.023
stockN,33935.19,33274.14,40436.07,37694.33,12:11:36.384
stockX,51691.50,49138.31,54978.82,52487.25,12:11:42.262
stockF,33192.25,31964.83,34141.82,33740.45,12:11:47.875
stockM,49780.93,48340.29,51010.32,48582.60,12:11:48.048
stockR,29587.83,28773.88,45334.30,38526.29,12:12:07.272
stockD,49649.66,48965.88,49841.93,49143.41,12:12:08.953
stockX,35944.64,34811.40,46916.82,42990.95,12:12:15.995
stockB,24879.10,9578.26,51949.90,49002.48,12:12:16.393
stockP,40669.82,35781.86,41833.45,41327.71,12:12:16.780
stockF,19424.52,15732.48,57420.08,39332.74,12:12:17.617
stockR,49968.42,48600.70,50921.42,48776.49,12:12:22.516
stockZ,57282.27,52674.61,58019.83,57502.49,12:12:22.945
stockD,32632.31,26595.92,34345.08,33441.15,12:12:23.391
stockN,31459.55,26024.08,39328.48,36207.14,12:12:26.853
stockY,36621.19,32054.24,46381.30,40580.36,12:12:50.502
stockA,45664.85,23051.18,49679.00,37335.88,12:13:08.524
stockU,27037.40,25326.57,30775.35,25346.15,12:13:10.043
stockQ,43213.41,38603.40,44739.07,42995.35,12:13:23.365
stockW,40061.39,21128.48,52114.73,29400.73,12:13:25.979
stockC,25818.83,17690.29,28602.59,28121.29,12:13:31.360
stockK,35762.02,35269.98,36562.26,36389.81,12:13:31.891
stockI,24258.80,18282.86,27703.04,27090.49,12:13:41.724
stockN,42812.09,42147.92,58206.34,55727.47,12:13:54.754
stockL,29406.16,29363.67,30505.86,30385.35,12:14:03.519
stockN,31664.91,17975.61,36004.75,23862.52,12:14:22.257
stockJ,37143.33,36424.04,39953.98,36978.70,12:14:29.304
stockO,24235.97,22402.74,26817.24,25965.10,12:14:33.585
stockX,34652.03,32006.55,40709.28,37024.68,12:14:42.448
stockO,40446.06,35217.69,49098.49,35858.84,12:14:56.512
stockB,41235.84,39595.05,46527.35,41658.22,12:15:07.415
stockL,29252.75,22498.79,29628.73,23522.37,12:15:08.190
stockF,38294.99,37780.94,47217.55,41151.64,12:15:09.162
stockE,37206.85,34752.72,37465.00,36570.13,12:15:09.810
stockY,27826.06,14984.07,28722.84,17616.57,12:15:21.488
stockQ,34948.21,32447.59,35587.02,32992.62,12:16:18.415
stockP,48035.35,39481.48,65882.16,51764.27,12:16:25.752
stockS,43525.98,41985.59,45317.46,45124.64,12:16:52.855
stockS,22474.88,19794.57,25005.61,24840.93,12:17:05.487
stockM,56040.99,49625.58,58710.55,51533.25,12:17:14.747
stockV,41076.50,33795.74,46565.95,36465.06,12:17:15.179
stockI,35333.09,29726.02,36822.98,33711.49,12:17:20.194
stockX,29590.54,20134.34,40828.24,30270.04,12:17:23.664
stockU,22061.05,14721.11,39660.01,31754.89,12:17:30.348
stockN,36568.86,35142.69,39263.24,36170.01,12:17:42.715
stockI,36306.07,22303.38,45190.91,42396.95,12:17:45.572
stockM,15955.52,13811.43,22489.45,16246.89,12:17:46.292
stockS,36028.94,30734.83,49749.39,47420.36,12:17:53.465
stockE,51875.38,51241.74,53076.61,52875.97,12:18:10.848
stockI,37477.53,33273.95,44141.86,37314.41,12:18:14.521
stockN,39335.37,25484.11,41577.22,39521.38,12:18:16.939
stockU,43902.49,39904.66,45649.72,44095.00,12:18:17.826
stockP,28879.08,24320.98,35372.28,27196.36,12:18:29.377
stockP,39857.61,34077.75,41659.45,34969.87,12:18:31.460
stockV,36343.95,27017.13,40584.87,29861.71,12:18:34.039
stockG,42540.03,27364.22,44182.26,40949.31,12:18:38.232
stockA,37294.44,24714.18,64163.28,63137.56,12:19:18.403
stockQ,49625.73,13207.78,57457.42,51310.25,12:19:21.025
stockG,38851.69,35881.53,40829.22,40268.64,12:19:21.727
stockJ,28617.08,12361.40,28738.37,23490.31,12:19:26.763
stockD,35496.30,31221.97,37219.20,35109.70,12:19:31.057
stockZ,30669.16,24255.30,44814.19,33754.82,12:19:33.555
stockB,41741.60,35520.62,44591.98,38067.93,12:19:34.581
stockM,38760.53,29347.80,40267.51,33368.69,12:19:36.381
stockZ,48059.22,46185.71,50166.70,48248.16,12:19:40.829
stockJ,38307.63,35409.61,45212.51,38219.78,12:19:51.719
stockO,62177.30,43724.14,68412.03,57402.39,12:19:55.821
stockI,49706.11,11853.15,51798.85,13534.59,12:20:04.147
stockK,45322.58,36007.73,52313.10,51921.59,12:20:21.669
stockA,34166.01,34044.17,34253.94,34066.04,12:20:32.607
stockJ,49877.76,37650.06,52492.31,43653.99,12:20:47.568
stockY,29694.47,29184.08,34720.85,30400.62,12:20:55.432
stockZ,39502.45,34909.89,44618.81,39549.69,12:21:04.940
stockD,43658.19,40385.33,46037.33,43993.85,12:21:09.417
stockZ,46686.06,29661.03,46964.76,32008.39,12:21:24.083
stockJ,36990.17,33968.94,37274.85,35819.89,12:21:33.112
stockQ,41480.96,34422.55,42077.71,37294.65,12:22:02.567
stockS,34360.37,31126.89,43969.13,43403.74,12:22:06.161
stockJ,34165.72,28970.87,34402.43,32187.01,12:22:07.315
stockO,35086.13,30916.49,57119.22,35846.71,12:22:13.714
stockS,42683.11,38296.72,43007.10,41662.81,12:22:15.522
stockQ,30489.90,26702.51,35738.16,33814.52,12:22:19.508
stockT,37229.02,32904.84,41118.03,37810.75,12:22:31.438
stockK,54056.53,51346.60,54562.33,53294.50,12:22:31.730
stockK,54308.49,14831.94,56911.65,54074.94,12:22:34.193
stockU,33346.35,28205.47,33841.97,28791.94,12:22:50.330
stockS,24260.29,24190.08,42147.28,26801.17,12:23:02.619
stockO,57881.72,52036.21,63638.16,61998.44,12:23:26.562
stockI,32794.82,31118.47,43452.98,34933.46,12:23:40.316
stockF,39301.41,37679.28,39564.60,38610.28,12:23:43.384
stockD,26604.57,4939.91,32961.36,14673.06,12:23:51.455
stockQ,36511.38,35923.35,36594.46,36552.41,12:23:56.204
stockD,52542.50,42284.58,56958.76,44609.93,12:23:59.648
stockN,46098.73,36768.60,60091.99,41026.10,12:24:02.427
stockG,45313.30,45072.74,45457.88,45365.78,12:24:10.072
stockK,42775.02,39902.30,59827.23,49141.55,12:24:11.786
stockL,48605.89,30849.33,54797.90,40192.12,12:24:12.240
stockI,35271.36,22075.68,43734.75,40685.03,12:24:40.084
stockC,24207.19,18715.80,42646.54,28473.51,12:24:59.682
stockH,42609.61,31145.05,55143.14,38659.29,12:25:24.294
stockS,46996.96,20758.59,53961.06,49943.66,12:25:30.469
stockJ,38147.71,29235.06,40387.68,32533.56,12:25:49.271
stockN,43896.08,38518.61,61389.63,39438.47,12:25:56.531
stockP,41833.28,39163.50,49322.40,41889.93,12:26:26.249
stockD,31577.46,27220.55,41434.31,38643.44,12:26:44.544
stockL,46298.85,32523.81,47360.96,44867.02,12:26:48.148
stockL,37502.34,28266.25,47257.74,32396.29,12:27:08.429
stockD,22062.37,21929.17,50039.19,27503.12,12:27:27.845
stockW,31958.84,13823.29,55613.36,14086.56,12:27:29.201
stockY,46461.96,46216.57,47065.82,46600.85,12:27:29.808
stockM,47727.52,39256.00,53535.55,48365.76,12:27:49.129
stockK,24080.55,21082.68,58479.29,30296.57,12:27:54.725
stockV,39914.94,5066.47,46797.28,38879.14,12:28:15.419
stockC,53142.99,52992.48,55553.86,55207.11,12:28:28.464
stockH,52176.83,40294.62,55295.42,40841.43,12:28:37.038
stockP,40472.18,35760.60,41186.88,36128.32,12:28:51.275
stockQ,59316.33,56665.32,62150.04,57215.36,12:29:04.827
stockM,39211.73,34757.70,58772.74,57278.31,12:29:25.875
stockO,19799.66,16187.07,26041.72,24228.05,12:29:32.068
stockN,35652.53,23222.90,45618.02,38594.95,12:29:56.757
stockC,52915.53,44746.69,58185.58,52200.46,12:30:13.230
stockB,45087.57,32917.46,45455.10,38865.09,12:30:15.950
stockJ,40798.47,34875.45,48537.44,46029.07,12:30:18.615
stockT,38918.87,37983.32,47084.39,38572.87,12:30:20.990
stockU,47716.39,47490.09,57466.89,51544.68,12:30:26.024
stockQ,44047.74,35182.36,51328.48,38754.29,12:30:33.030
stockV,35207.62,34654.78,40304.32,35512.90,12:30:35.684
stockY,24639.95,18297.19,24737.53,21748.87,12:30:40.016
stockO,52495.56,39197.40,68576.42,63235.97,12:30:44.410
stockT,50760.08,35702.44,50826.83,48598.30,12:30:50.450
stockC,48306.14,44116.33,49439.35,46041.25,12:31:17.839
stockM,27194.08,25961.83,35501.86,33043.77,12:31:22.986
stockS,31260.68,30531.07,33714.84,31205.93,12:31:27.328
stockP,34707.09,25263.16,36212.34,31374.88,12:31:29.964
stockD,27534.35,26651.08,28008.70,27454.35,12:32:08.817
stockY,50262.92,34541.23,61308.78,38910.81,12:32:21.282
stockJ,40215.63,39419.18,50342.37,42795.60,12:32:33.609
stockS,39518.24,31456.45,41667.06,39442.27,12:32:47.061
stockT,13507.78,11329.03,27474.70,16936.70,12:33:24.432
stockP,29471.48,28593.41,35026.17,32303.38,12:33:30.387
stockY,47589.90,45362.27,48068.74,47534.11,12:33:31.763
stockG,37132.88,31403.22,38986.53,38223.57,12:33:36.523
stockE,41574.28,30748.16,55335.10,36468.95,12:33:43.107
stockE,46723.23,40345.24,49557.89,47868.82,12:33:52.471
stockO,27704.47,26503.77,34337.06,30823.06,12:34:03.140
stockB,55827.88,43984.37,58859.91,56917.10,12:34:03.817
stockQ,32707.29,31692.08,35601.15,33716.34,12:34:13.777
stockA,41592.75,19329.46,50622.77,21021.45,12:34:20.761
stockJ,47650.95,38798.51,55630.42,45862.37,12:34:26.047
stockQ,35999.91,35152.86,56298.67,39448.98,12:34:34.140
stockR,39333.84,39199.04,39686.81,39609.19,12:34:48.689
stockI,32154.07,30636.91,40558.79,32016.64,12:34:49.835
stockJ,27938.93,14749.77,40734.29,34152.28,12:34:55.682
stockB,42497.94,39346.56,52329.92,46432.59,12:35:29.172
stockA,26828.39,21749.04,28069.88,25912.39,12:35:29.650
stockZ,38470.48,38442.21,51903.49,42281.16,12:35:31.704
stockO,26669.92,13115.84,34474.55,31784.61,12:35:58.986
stockJ,21819.68,20485.68,34697.59,23796.67,12:36:01.697
stockT,34595.39,32845.38,34809.83,34348.71,12:36:03.573
stockY,51249.35,49740.34,56287.48,51946.68,12:36:07.166
stockJ,34106.61,27435.53,37853.56,36591.84,12:36:12.953
stockX,33544.72,25145.57,51060.28,27207.72,12:36:16.437
stockL,25932.59,18677.59,36088.60,22864.53,12:36:22.237
stockW,34525.91,25777.72,37788.00,28987.10,12:36:27.611
stockL,28701.64,25155.32,37265.87,36561.05,12:36:28.924
stockM,29405.88,26649.11,35773.53,34550.65,12:36:32.585
stockI,33958.91,31870.69,35017.15,34149.38,12:36:33.471
stockH,56642.99,33581.98,60684.21,39079.41,12:36:36.045
stockJ,45610.58,45573.27,45830.30,45752.85,12:36:46.417
stockM,25706.78,21028.76,41179.19,37298.62,12:36:47.748
stockC,26022.35,14606.30,40361.06,38378.11,12:37:00.915
stockQ,37900.94,27482.41,42311.45,31937.73,12:37:04.346
stockD,25115.54,19286.37,28634.50,25318.15,12:37:10.412
stockF,35458.08,34581.30,36224.37,35207.67,12:37:19.989
stockW,33265.61,26567.09,39918.59,35096.57,12:37:24.432
stockI,29391.78,29368.24,29820.39,29523.34,12:37:31.757
stockF,49342.60,40918.21,50845.96,44726.17,12:37:35.396
stockF,26541.34,25545.15,26747.36,25833.47,12:37:36.221
stockP,44038.82,36338.72,51041.64,42976.39,12:37:37.182
stockP,54582.04,52277.37,59897.48,56913.25,12:37:37.908
stockV,37853.79,33966.34,49303.00,42284.02,12:37:55.735
stockW,55213.54,28863.81,72069.85,37149.09,12:38:41.496
stockA,33802.77,31421.33,53817.75,48965.39,12:38:51.947
stockF,41564.45,40376.62,42005.22,41499.78,12:38:54.711
stockV,18070.55,17960.24,51789.63,40930.80,12:39:00.994
stockY,47980.71,47362.81,50427.01,47997.46,12:39:05.088
stockU,33842.08,15664.04,46138.20,41584.87,12:39:07.983
stockH,53697.39,47213.10,62323.97,57173.75,12:39:21.020
stockD,49472.33,44342.79,51680.94,48734.28,12:39:25.880
stockH,50815.95,32351.94,55227.57,36425.78,12:39:32.369
stockU,36222.45,36160.76,40424.27,37008.75,12:39:42.735
stockU,36539.07,14237.88,55114.52,50195.48,12:39:48.677
stockH,35230.76,29426.25,43664.68,41358.00,12:39:51.874
stockA,25206.14,25033.00,48849.01,35828.81,12:40:00.781
stockP,31395.09,27004.81,36165.72,33538.49,12:40:13.737
stockM,43402.94,37989.56,48525.63,42053.30,12:40:24.866
stockB,37588.21,27686.60,38971.99,38500.19,12:40:26.263
stockE,34055.55,27391.44,44512.68,28176.10,12:40:29.694
stockN,63000.56,62947.28,63153.01,62995.04,12:40:33.487
stockW,56496.04,46996.89,57868.90,55140.38,12:40:42.095
stockK,50208.35,33282.38,52974.96,45506.33,12:40:50.111
stockT,51641.21,51625.45,51669.21,51658.83,12:40:53.135
stockZ,31383.68,29330.40,38683.84,29894.78,12:40:56.572
stockV,39836.17,17833.30,56331.08,46149.38,12:40:58.621
stockY,23201.67,21329.68,33707.93,22363.26,12:41:01.491
stockC,28978.63,25403.56,36383.84,28536.29,12:41:07.938
stockH,39325.35,18346.07,73604.60,51905.21,12:41:16.166
stockF,39059.68,38924.63,39233.48,38938.56,12:41:22.989
stockN,32270.24,29432.69,36244.95,35895.20,12:41:31.393
stockW,42528.33,28809.24,42716.57,37249.42,12:41:50.647
stockK,38825.85,18965.38,41631.88,29943.23,12:41:56.266
stockQ,57955.13,34126.72,58639.78,35621.46,12:42:22.508
stockE,43723.94,43357.73,57570.57,57229.09,12:42:24.881
stockP,42773.48,42267.88,52735.70,47643.84,12:42:30.813
stockH,35956.83,31015.63,41153.31,35793.09,12:42:36.231
stockJ,14763.95,12101.43,29320.19,25271.91,12:42:38.458
stockH,35573.56,30707.56,40736.27,34196.88,12:42:56.082
stockI,53715.08,53421.58,54356.70,53695.46,12:43:06.722
stockI,39470.05,30342.45,50444.86,48728.19,12:43:08.481
stockA,39551.92,31792.70,53917.61,34856.90,12:43:22.650
stockT,36624.07,12476.89,42227.52,35658.03,12:43:31.557
stockP,43208.40,36302.22,45383.29,36326.63,12:43:36.405
stockI,40519.51,37076.39,41237.59,38857.94,12:43:38.197
stockD,42506.56,41282.66,42576.48,42272.82,12:43:50.122
stockS,37693.96,19304.44,42155.91,33369.55,12:43:58.818
stockN,31391.55,27729.76,56054.75,49581.17,12:44:06.418
stockC,42263.10,28767.18,42447.63,30486.59,12:44:11.454
stockB,30084.70,25281.07,46442.41,33729.52,12:44:26.006
stockA,20969.17,15322.26,40921.94,23146.77,12:44:26.116
stockX,28057.25,20941.37,43431.62,35065.57,12:44:31.437
stockK,36606.94,25959.89,36827.00,29913.42,12:44:46.662
stockO,40021.07,35870.94,52101.06,39402.91,12:44:46.889
stockW,23171.89,12624.79,49966.32,37808.70,12:45:12.101
stockR,25236.08,24467.85,27759.60,27522.79,12:45:12.462
stockE,58504.21,37502.26,72636.91,65478.00,12:45:57.053
stockN,59894.97,27709.63,64435.53,62071.33,12:46:11.159
stockE,24875.49,19265.91,45213.84,23686.23,12:46:11.277
stockG,34147.54,18301.49,42578.71,42537.68,12:46:12.834
stockR,40509.01,34256.98,40554.11,39590.30,12:46:31.681
stockO,45253.82,31979.60,52693.71,49623.28,12:46:31.808
stockI,41840.86,41016.89,42645.98,42125.13,12:46:39.566
stockX,33570.60,26203.51,35815.47,33303.15,12:46:40.878
stockQ,19147.73,13081.73,36133.96,13622.29,12:46:46.139
stockH,44187.46,29464.00,55212.78,53857.03,12:46:54.322
stockR,27864.23,19913.94,32988.36,22698.33,12:46:59.610
stockV,26073.30,21126.68,32969.83,21833.43,12:47:19.731
stockP,46085.71,34486.82,48271.79,40368.26,12:47:21.437
stockQ,31121.01,27496.18,38201.12,30648.82,12:47:21.576
stockO,44911.34,37981.56,50370.95,39209.06,12:47:22.316
stockT,39167.20,34490.98,39749.05,39661.30,12:47:26.752
stockB,43885.37,40616.10,46383.48,46119.73,12:47:27.328
stockA,40384.72,37766.06,44243.89,43808.14,12:47:42.908
stockL,43763.23,37566.37,45803.43,40821.51,12:47:49.498
stockB,26949.99,12218.21,30563.94,19499.92,12:47:54.117
stockW,32539.40,9305.10,44759.78,28584.47,12:48:14.784
stockA,36361.87,30592.87,37910.45,31596.62,12:48:23.603
stockP,35075.43,17766.85,43943.97,22491.26,12:48:28.133
stockK,30196.42,26604.94,30278.87,29647.18,12:48:29.900
stockY,49703.26,49624.31,49710.89,49637.94,12:48:33.729
stockU,43909.87,35259.82,58072.98,50135.61,12:48:37.481
stockC,46229.80,37980.77,53937.41,40231.08,12:48:41.339
stockK,27283.93,22863.90,38702.85,37798.01,12:48:42.066
stockA,39013.11,32608.27,44886.39,40514.40,12:48:53.229
stockR,37491.14,37276.76,37585.58,37301.83,12:49:03.932
stockR,53532.26,45002.97,54425.17,49125.45,12:49:05.409
stockL,31421.05,29624.97,39200.75,36143.40,12:49:08.605
stockU,28760.23,28668.43,32211.57,29885.62,12:49:10.791
stockI,45301.61,27206.69,47810.78,42989.00,12:49:12.038
stockZ,43065.42,41171.08,51776.34,45039.49,12:49:23.773
stockU,33893.55,33207.61,49065.17,46656.24,12:49:32.365
stockE,34416.37,26276.79,43794.86,38962.46,12:49:33.644
stockU,45934.72,32329.15,59022.52,36698.29,12:49:38.471
stockQ,39469.95,32985.28,44238.52,37359.74,12:49:50.578
stockR,39183.24,21726.42,44312.85,30526.35,12:50:12.319
stockU,54209.70,39643.24,55579.36,55024.92,12:50:12.411
stockQ,56803.83,52778.96,57279.95,53373.88,12:50:34.420
stockG,30751.39,28378.81,31224.86,28840.68,12:51:23.402
stockU,26885.08,23365.25,29969.65,25446.91,12:51:25.189
stockW,45571.56,30515.17,47721.05,37703.80,12:51:28.842
stockZ,31448.34,30414.36,43908.07,32574.47,12:51:30.745
stockI,41569.04,41446.40,41750.83,41516.32,12:51:44.334
stockK,31246.50,26775.10,41613.19,39622.19,12:51:54.942
stockR,42396.45,31469.34,47135.44,37165.25,12:51:59.934
stockH,45032.36,41762.16,51495.67,47101.89,12:52:01.895
stockC,49103.23,32581.79,50474.02,44122.98,12:52:14.607
stockN,36773.73,35120.35,37219.47,35710.22,12:52:22.986
stockB,48901.30,48078.69,50051.74,49100.66,12:52:27.642
stockB,27876.18,22166.27,40517.20,30045.63,12:52:27.936
stockT,18718.27,15152.54,40881.03,30623.25,12:52:33.093
stockJ,26957.92,26572.12,39253.94,36619.16,12:52:50.918
stockX,26383.68,13088.17,34891.08,27953.33,12:53:00.265
stockF,20657.22,16922.21,22934.68,21555.40,12:53:01.096
stockT,46936.07,18949.76,51230.44,29947.93,12:53:14.047
stockV,49025.99,30127.25,59777.25,35554.52,12:53:15.677
stockJ,29456.87,27665.71,47170.09,40428.38,12:53:20.376
stockE,33431.10,25148.14,64760.69,40575.81,12:53:27.087
stockE,39630.93,23417.49,55626.69,28702.08,12:53:36.762
stockS,33137.87,28764.67,47791.20,29421.17,12:53:40.697
stockM,31599.18,28884.87,32878.46,32753.32,12:53:43.964
stockR,34369.33,28118.83,37931.07,32045.54,12:53:45.012
stockC,13816.03,10389.38,39125.48,22069.14,12:53:56.585
stockW,45603.62,26937.60,56100.57,36317.46,12:53:56.688
stockF,43421.38,33124.28,43791.28,34610.63,12:54:02.723
stockG,28159.23,22455.68,30960.77,27857.29,12:54:10.222
stockQ,48476.42,43433.40,55446.93,48610.91,12:54:26.688
stockI,31576.55,25878.95,39934.48,32551.88,12:54:29.479
stockG,32845.06,26458.55,39670.01,27651.50,12:54:35.179
stockF,42176.29,34839.55,43966.63,43735.25,12:54:53.162
stockI,37826.47,28595.94,41471.55,41346.04,12:54:58.006
stockF,43191.47,30755.58,46013.15,43365.22,12:55:00.991
stockK,15550.52,5757.11,51383.18,16156.87,12:55:23.762
stockE,48670.62,39276.76,58979.37,39501.40,12:55:25.362
stockC,45027.21,40009.06,55112.68,45844.96,12:55:30.002
stockG,44847.73,33738.89,49701.95,45801.69,12:55:30.397
stockQ,32557.32,31116.12,39359.81,36996.54,12:55:30.483
stockL,34815.06,31633.51,38571.75,33253.25,12:55:44.716
stockG,40242.36,39367.79,47382.50,44670.07,12:56:03.960
stockJ,34407.92,25230.10,40400.90,36813.68,12:56:23.678
stockW,30122.69,28867.90,31001.66,29186.34,12:56:41.754
stockU,47401.70,36349.99,54545.37,38708.21,12:56:56.562
stockY,42509.18,41608.98,42767.23,42349.27,12:57:06.059
